1509979179758,1,0,0,1,0,0,59,23.625,63.5542337299,59,23.625,63.5542337299,0,0,0,0,0,cluster
1509979179758,1,0,0,2,0,0,63,24.25,67.6027674151,31.5,12.125,33.8013837076,0,0,129,59,141.852035586,cluster
1509979179758,1,0,0,2,0,0,144,82.25,166.810665128,72,41.125,83.4053325638,0,0,48,1,48.0104155366,cluster
1509979179758,1,0,0,3,0,0,148,106.875,191.758423043,49.3333333333,35.625,63.9194743477,0,0,48.6666666667,10.6666666667,50.6326775257,cluster
1509979179758,1,0,0,4,0,0,171,121.5,219.01444302,42.75,30.375,54.7536107551,0,0,37.0,20,46.1461247992,cluster
1509979179758,1,0,0,5,0,0,190,156.125,258.509893708,38,31.225,51.7019787415,0,0,34,20.8,43.448697661,cluster
1509982000101,1,0,0,1,0,0,231,112.375,256.883515674,231,112.375,256.883515674,0,0,0,0,0,cluster
1509982000101,1,0,0,2,0,0,278,195.75,352.593445279,139,97.875,176.296722639,0,0,1,11,11.0453610172,cluster
1509982000101,1,0,0,1,0,0,63,24.625,67.6416338138,63,24.625,67.6416338138,0,0,0,0,0,cluster
1509982000101,1,0,0,2,0,0,327,59,333.870183419,163.5,29.5,166.93509171,0,0,29,1,29.0172362571,cluster
1509982000101,1,0,0,2,0,0,327,59,333.870183419,163.5,29.5,166.93509171,0,0,29,1,29.0172362571,cluster
1509982000101,1,0,0,2,0,0,327,59,333.870183419,163.5,29.5,166.93509171,0,0,29,1,29.0172362571,cluster
1509982000101,1,0,0,2,0,0,327,59,333.870183419,163.5,29.5,166.93509171,0,0,29,1,29.0172362571,cluster
1509982000101,1,1,0,2,1,0,327,59,333.870183419,163.5,29.5,166.93509171,1,0,29,1,29.0172362571,cluster
1509982000101,1,1,0,2,1,0,327,59,333.870183419,163.5,29.5,166.93509171,1,0,29,1,29.0172362571,cluster
1509982000101,1,1,0,2,1,0,327,59,333.870183419,163.5,29.5,166.93509171,1,0,29,1,29.0172362571,cluster
1509982000101,1,1,0,2,1,0,327,59,333.870183419,163.5,29.5,166.93509171,1,0,29,1,29.0172362571,cluster
1509982000101,1,1,0,2,2,0,327,59,333.870183419,163.5,29.5,166.93509171,2,0,29,1,29.0172362571,cluster
1509982000101,1,1,0,1,2,0,604,213.625,640.664998751,604,213.625,640.664998751,2,0,0,0,0,filter
1509982000101,1,1,0,2,2,0,749,570.25,1025.64082997,374.5,285.125,512.820414987,2,0,16,39,42.1544778167,filter
1509982000101,1,1,0,3,2,0,1005,736.625,1330.9548333,335,245.541666667,443.651611099,2,0,157.333333333,164,228.375927969,filter
1509982000101,1,1,0,4,2,0,1090,971,1580.26716878,272.5,242.75,395.066792195,2,0,142.833333333,160.0,219.300595945,filter
1509982000101,1,1,0,4,2,0,1080,1004,1582.76613872,270,251,395.691534681,2,0,141.166666667,165.5,223.287167322,filter
1509982000101,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,filter
1509982000101,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,filter
1509982000101,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,filter
