1511889708115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster
1511889708115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster
1512135525614,1,1,1,4,1,1,389,790.3125,884.371666898,97.25,197.578125,221.092916724,1,0,30.8333333333,27.1666666667,44.7347480185,cluster
1512135999220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster
1512136244278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster
1512136425125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster
1512137136955,1,0,0,3,0,0,767,194.5,803.866317833,255.666666667,64.8333333333,267.955439278,0,0,21.3333333333,30,37.4784838913,cluster
1512138523240,1,1,1,4,1,1,1702,689.75,1898.78516501,425.5,172.4375,474.696291253,1,0,22.3333333333,22.8333333333,35.1053577874,cluster
1512138523240,1,1,1,4,1,1,1590,471.75,1704.63933831,397.5,117.9375,426.159834577,1,0,17.3333333333,35,41.3581459922,cluster
1512138523240,1,1,1,4,1,1,1336,254.5,1367.96156553,334,63.625,341.990391383,1,0,14.5,13,20.7069339953,cluster
1512138617694,1,1,1,2,1,1,227,125.25,296.223200805,113.5,62.625,148.111600403,1,0,42,26,49.3963561409,cluster
1512138617694,1,1,1,4,1,1,886,350.5,1024.11052062,221.5,87.625,256.027630156,1,0,130.5,117.833333333,178.987311509,cluster
1512138617694,1,1,1,4,1,1,473,784,945.002780264,118.25,196,236.250695066,1,0,15.8333333333,20,28.7901876628,cluster
1512138678152,1,1,0,4,1,0,794,1059.5,1372.31755921,198.5,264.875,343.079389803,1,0,28.0,37.1666666667,51.3436450162,cluster
1512138678152,1,1,0,4,1,0,230,933.5,996.899761868,57.5,233.375,249.224940467,1,0,18.5,9.33333333333,21.2993520112,cluster
1512138678152,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,cluster
1512138849955,1,1,1,4,1,1,767,593.5,993.18210633,191.75,148.375,248.295526583,1,0,10.3333333333,17.5,21.1174620083,cluster
1512138849955,1,1,1,2,1,1,267,129,306.514888988,133.5,64.5,153.257444494,1,0,54,43,69.0289794217,cluster
1512138849955,1,1,1,3,1,1,340,127.625,365.759293642,113.333333333,42.5416666667,121.919764547,1,0,2.66666666667,8.66666666667,9.26962216373,cluster
1518116057269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster
